speaker,party,adjectives,text_preview,adjectives_str
Gegenruf Elisabeth Kula,LINKE,['massenhafte']," Genau so ist 
es!) 

Deswegen lehnen wir als LINKE eine solche Logik grundsätzlich 
ab. 

(Beifall DIE LINKE) 

Wir fordern gleiche soziale Rechte für alle Menschen, die 
zu uns kommen. 

Es spricht ",massenhafte
Jürgen Frömmrich,GRUENE,['gut']," Was sagt Frau Wagenknecht dazu?) 
von Schutzsuchenden an den europäischen Außengrenzen 
ebnete. 

(Beifall DIE LINKE  Unruhe  Glockenzeichen) 

Für uns ist klar  und da können Sie noch so schimpfe",gut
Lena Arnoldt,CDU,['falsch']," 

Frau Präsidentin, meine Damen und Herren! Gemeinsam 
die Herausforderungen der ökologischen und ökonomischen 
Transformation in Hessen meistern  ein großer 
Titel für wenig Redezeit. Fast eine Ü",falsch
Manfred Pentz,CDU,"['gute', 'illegaler']"," So ist es!) 

über einen funktionsfähigen, planbaren Zertifikatehandel 
auf europäischer Ebene, statt über Heizungsverbote in den 
Kellern. Das heißt: Digitalisierung  ja; flächendeckend 
gute Infra","gute, illegaler"
Elisabeth Kula,LINKE,['gut']," 

Sehr geehrter Herr Präsident, meine Damen und Herren! 
Vor zwei Wochen, am 14. Juni 2023, ereignete sich eine 
der wohl größten menschlichen Katastrophen im Mittelmeer. 
Ein Fischkutter mit etwa 75",gut
Volker Richter,AfD,['wichtige']," 

Sehr verehrter Herr Präsident, meine sehr verehrten Damen 
und Herren! Heute haben wir als Setzpunkt der LINKEN: 
Menschenrechte verteidigen, das Recht auf Asyl bewahren 
und menschenwürdige Aufna",wichtige
Nadine Gersberg,SPD,"['illegale', 'humanitären', 'gut']"," 

Sehr geehrter Herr Präsident, meine sehr geehrten Damen 
und Herren! Die SPD macht es sich mit Entscheidungen 
über das Asylrecht nicht leicht. In den 160 Jahren unseres 
Bestehens wurden viele uns","illegale, humanitären, gut"
Elisabeth Kula,LINKE,"['wichtig', 'gut']"," Das 
stimmt nicht!) 

Für mich und für die SPD ist wichtig, dass kontrolliert 
und verhindert werden muss, dass es weitere Pushbacks 
gibt; und wir müssen dafür sorgen, dass keine Geflüchteten 
mehr ","wichtig, gut"
Nadine Gersberg,SPD,['gut']," 

Frau Kula, Sie können gerne mit meinem Kollegen gleich 
weiterreden, aber ich habe auch etwas dazu zu sagen.  
Ich glaube, es ist in dieser Lage sehr schwierig, wenn 
wir Dinge in den Raum stellen",gut
Yanki Pürsün,FDP,"['wichtig', 'wichtig']"," 

Herr Präsident, liebe Kolleginnen und Kollegen! Als Freie 
Demokraten stehen wir zum Grundrecht auf Asyl. 

(Beifall Freie Demokraten) 

Es ist ein wesentlicher Bestandteil einer funktionierenden 
","wichtig, wichtig"
Elisabeth Kula,LINKE,"['notwendig', 'legale']"," Das haben wir schon 
gemacht!) 

Diese sind aufgrund der schieren Anzahl von Menschen 
überlastet, von denen ein Großteil keine Aussicht auf Asyl 
hat. Hier müssen wir steuern und entlasten. 

(Beifa","notwendig, legale"
Yanki Pürsün,FDP,"['notwendig', 'legale']"," 

Ich habe die Frage schon gehört, deswegen muss ich sie 
nicht zulassen, danke schön. 

(Lachen DIE LINKE) 

Ich wiederhole: Es ist notwendig, legale Korridore für Asyl 
und Migration zu schaffen un","notwendig, legale"
Elisabeth Kula,LINKE,['falschen']," Leider wahr!) 

Es ist eine Tatsache, dass unkontrolliertes Bleiberecht und 
Duldung das Recht auf Asyl schwächen und die Kapazitäten 
für diejenigen verringern, die wirklich Hilfe benötigen. 
Eine f",falschen
Elisabeth Kula,LINKE,"['sichere', 'illegale']"," Das stimmt nicht!) 

Das haben wir bereits im letzten Plenum in Bezug auf 
Georgien und Moldau erklärt. Hier liegt die Schutzquote 
unter 1 %. 

(Zuruf Elisabeth Kula (DIE LINKE)) 

 Sie können sich","sichere, illegale"
Elisabeth Kula,LINKE,"['wichtige', 'illegale']"," Sie wollen ja keine 
bezahlbaren schaffen!) 

Warum werden also nicht wichtige Punkte aufgegriffen, 
die das System unterstützen würden? Es ist an der Zeit, 
eine realistische und umsetzbare Politik ","wichtige, illegale"
Turgut Yüksel,SPD,['sicheren']," Wo war denn der Innenminister?) 

Fluchtbewegungen stellen sich oftmals auch als Sekundärmigration 
dar  aus sicheren Staaten hierher. Migration bedeutet 
eben nicht nur das Fliehen vor Gefahren, wi",sicheren
Elisabeth Kula,LINKE,['wichtig']," Das BGH-Urteil ist 
Ihnen doch so wichtig!) 

So hätte Deutschland, das von Migrationsbewegungen seit 
2015 hoch belastet ist  das nehmen Sie bitte zur Kenntnis 

 und kaum noch mit Asylverfahren, ",wichtig
Elisabeth Kula,LINKE,"['ausreisepflichtige', 'schutzbedürftig']"," Genau 
andersherum!  Weitere Zurufe DIE LINKE) 

So bleiben Sie die Erklärung schuldig, wie beim Umsetzen 
Ihres Antrags eine geordnete Migration überhaupt noch 
denkbar wäre, wie wir unsere begrenz","ausreisepflichtige, schutzbedürftig"
Robert Lambrou,AfD,['sichere']," Durch zehn sichere Länder!) 
Ich sage Ihnen eines. Nicht Herr Bundesinnenminister Seehofer 
von der CSU hat es geschafft, einen schwierigen 
Asylkompromiss zu erreichen  er ist auch für uns ein 
sch",sichere
Holger Bellino,CDU,"['notwendig', 'sicher', 'sicher', 'gut']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Ich bitte darum, dass in der nächsten Sitzung des Ältestenrates 
geprüft wird, ob der Begriff Flüchtlinge bekämpfen 
rügenswert ist. Ich ver","notwendig, sicher, sicher, gut"
Robert Lambrou,AfD,"['schutzbedürftig', 'falsch', 'gut']"," Am Ende kommen doch 
wieder alle!) 

Denn auch sie sind besonders schutzbedürftig. Denn auch 
sie brauchen unsere Solidarität und insbesondere unsere 
Humanität. Wir kämpfen weiterhin dafür, dass Hum","schutzbedürftig, falsch, gut"
"Elisabeth 
Kula",LINKE,['wichtige']," Minister Beuth arbeitet nicht an 
einer humanen Flüchtlingspolitik!) 

Ja, wir sind alle gefordert, die Herausforderungen, die wir 
in unserem Land haben, zu sehen, anzusprechen und  jetzt 
kommt da",wichtige
Robert Lambrou,AfD,"['humanitären', 'humanitäre', 'humanitäre']"," Zu Recht!) 

Meine sehr geehrten Damen und Herren, ich war am Montag 
in Brüssel: Das ist auch das, was mir dort aus der Kommission 
widergespiegelt wird. Wir sind dort ein unsicherer 
Kantonist, wen","humanitären, humanitäre, humanitäre"
Elisabeth Kula,LINKE,"['gut', 'gut', 'gut', 'humanitären']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Herr Hering, nicht die Forderung nach menschenwürdiger 
Unterbringung und Aufnahme sowie der Einhaltung von 
Menschenrechten und Asylrecht stä","gut, gut, gut, humanitären"
Volker Richter,AfD,['wichtig']," 

Sehr verehrter Herr Präsident, meine sehr verehrten Damen 
und Herren! Wir sind hier wieder an einem Punkt angelangt, 
wo es um kleinteilige Hilfe geht, die für die Menschen 
sehr wichtig ist, die ",wichtig
Gernot Grumbach,SPD,"['sicher', 'sicher']"," 

Herr Präsident, liebe Kolleginnen und Kollegen! Zur AfD-
Logik: Ich bin nicht sicher, ob ich eben richtig zugehört 
habe. Da würde ich gern das Protokoll lesen. Wenn ich 
gehört hätte, wie es mir v","sicher, sicher"
Jan Schalauske,LINKE,['wichtig']," 

Herr Präsident, meine Damen und Herren! Vom Gendergaga 
und dem Great Reset kommen wir zur Grunderwerbsteuer, 
zum Gebäudeenergiegesetz und zum Gebäudetyp 
E. Je näher nämlich die Landtagswah",wichtig
Tobias Eckert,SPD,['gut']," Ganz gewiss nicht!) 

Allerdings glaube ich auch nicht an eine Lernkurve der 
AfD, wenn sie jetzt plötzlich andere Vorschläge macht und 
nicht ihre übliche Leier von sich gibt, dass Geflüchtete 
an a",gut
Gerald Kummer,SPD,"['illegale', 'kriminelle']"," Das ist unrichtig!  Weitere 
Zurufe) 

Im sogenannten Teso-Beschluss hat das Bundesverfassungsgericht 
die staatliche Aufgabe noch anders festgeschrieben. 
Die Probleme, die Sie lösen wollen, schaff","illegale, kriminelle"
Gerald Kummer,SPD,['kriminelle']," Das ist geistige Brandstiftung!) 

Das Columbiabad in Berlin musste sogar geschlossen werden. 
Viele Verfahren drohen, die Justiz wird belastet. Es 
haben sich Parallelgesellschaften und kriminelle C",kriminelle
Volker Richter,AfD,['gut']," Hört, 
hört!) 

Das soll sich nun, laut Ministerin Sinemus, endlich ändern. 
Das Ziel der Digitalministerin ist, dass jeder Haushalt noch 
vor 2030 und jeder Betrieb in Hessen bis spätestens 2030 
ei",gut
Marcus Bocklet,GRUENE,"['gut', 'gut']"," 

Frau Präsidentin, meine sehr verehrten Damen und Herren! 
Es besteht kein Zweifel daran, und viele Rednerinnen und 
Redner leiten gerade ihre Reden damit ein: Wir leben in 
herausfordernden Zeiten.","gut, gut"
Jürgen Frömmrich,GRUENE,['wichtig']," Sie Putin-Versteher!) 

Tatsächlich hätten Sie das alles abfedern können. Aber 
die Abschaltung der letzten Atomkraftwerke inmitten einer 
Energiekrise zeigt doch deutlich auf, dass ökosozialistisch ",wichtig
Eva Goldbach,GRUENE,"['gut', 'humanitäre']"," 

Sehr geehrter Herr Präsident, verehrte Kolleginnen und 
Kollegen! Es wurde ein Mensch ermordet, Dr. Walter Lübcke, 
ein Ehemann und ein Vater. Die am meisten von dieser 
Tat Betroffenen sind seine ","gut, humanitäre"
Holger Bellino,CDU,"['gut', 'gut', 'gute']"," 

Herr Präsident, meine sehr geehrten Damen und Herren! 
Zum ersten Mal in der Geschichte unseres Landes wurde 
ein Politiker durch einen Rechtsextremisten ermordet. Es 
schmerzt immer noch, dass uns","gut, gut, gute"
Matthias Büger,FDP,['integriert']," Vielleicht 
mehr Digitalisierung und weniger Papier!) 

Meine sehr verehrten Damen und Herren, wir haben die 
ganze Legislaturperiode mit unserem Programm Produktionsintegrierter 
Umweltschutz gera",integriert
Robert Lambrou,AfD,"['gescheiterten', 'problematische', 'unkontrollierten', 'illegalen', 'abgelehnte', 'falsch', 'falschen']"," 

Sehr geehrter Herr Präsident, sehr verehrte Damen und 
Herren! Rund um das Eritrea-Festival am 8. Juli 2023 kam 
es zu massiven Ausschreitungen, bei denen 28 Polizisten 
verletzt wurden, sieben dav","gescheiterten, problematische, unkontrollierten, illegalen, abgelehnte, falsch, falschen"
Elisabeth Kula,LINKE,['wichtig']," Die hessischen Behörden 
treiben das auch ein!) 

Darüber hinaus könnte man einmal überlegen  das ist 
dann eher wieder etwas für die Bundesebene , eine Initiative 
zu ergreifen, um die Visaerteilu",wichtig
Robert Lambrou,AfD,"['gut', 'gut']"," Wir sind es doch schon 
längst!) 

Wir hatten eine entsprechende Gefahrenprognose, die wir 
mit der Stadt Gießen geteilt haben, die zu den rechtlichen 
Auseinandersetzungen geführt hat. Herr Dr. Hahn","gut, gut"
Gernot Grumbach,SPD,['falsch']," 

Herr Präsident, liebe Kolleginnen und Kollegen! Ich finde, 
der wichtigste Satz im FDP-Antrag ist in der ersten Hälfteder Überschrift zu finden: Vernunft statt Romantisierung, 
weil das in der Ta",falsch
Robert Lambrou,AfD,"['gute', 'gute', 'gute', 'abgelehnt']"," 

Sehr geehrter Herr Präsident, sehr geehrte Damen und Herren! 
Dass die CDU-Fraktion ihre Aktuelle Stunde heute 
nutzen will, um nicht über landespolitische Sachthemen 
wie beispielsweise die schwer","gute, gute, gute, abgelehnt"
Günter Rudolph,SPD,['gute']," 

Herr Präsident, meine sehr verehrten Damen und Herren! 
Wir haben heute den 20. Juli. Ich frage mich, was im 
September von Herrn Pentz noch zu erwarten ist. Herr 
Kollege Pentz, Generalsekretär de",gute
Jan Schalauske,LINKE,"['humanitären', 'schutzbedürftig']"," 

Herr Präsident, meine Damen und Herren! Markige Worte 
zu der von der CDU-Fraktion beantragten Aktuellen Stunde, 
die aus der Feder von CDU-General Pentz von der Propagandaabteilung 
im Alfred-Dreg","humanitären, schutzbedürftig"
Robert Lambrou,AfD,['ausreisepflichtige']," 

80.000 ausreisepflichtige Leute! Bei uns wird kaum 
jemand abgeschoben!) 
Für uns LINKE ist klar: Wir lehnen eine solche Stimmungsmache, 
eine solche Politik, die auf dem Rücken von 
Schutzsuchende",ausreisepflichtige
Jan Schalauske,LINKE,['humanitäre']," 

Ich komme zum Schluss.  Als LINKE werden wir den 
Protest gegen die Entrechtung von Schutzsuchenden unterstützen 
und uns weiterhin für eine humanitäre Flüchtlingspolitik 
einsetzen. Darauf können",humanitäre
Günter Rudolph,SPD,['wichtig']," Jawohl!  Heike Hofmann 
(Weiterstadt) (SPD): Richtig!) 

Da ist die Wertschätzung gegenüber der Führung glatt null. 
Und das ist das Land Hessen, das ist Peter Beuth, das istCDU, und das sind GRÜNE.",wichtig
Elisabeth Kula,LINKE,['falsch']," Falsch!) 

Meine Damen und Herren, eine andere Gruppe, welche die 
FDP hier als diskriminiert darstellen will, sind die Schüler 
ohne deutschen Pass bzw. Schüler aus sozial schwachen 
Schichten. Tats",falsch
"Jan 
Schalauske",LINKE,"['gut', 'gute']"," Wo sind Ihre Gegenfinanzierungsvorschläge 
beim Hessengeld?) 

Ich möchte an dieser Stelle mit dem Dank an die Mitarbeiterinnen 
und Mitarbeiter der Finanz- und Steuerverwaltung 
schließen; denn gera","gut, gute"
Heiko Scholz,AfD,"['gescheiterte', 'abgelehnt']"," 

Sehr geehrte Frau Präsidentin, verehrte Damen und Herren! 
In diesen Tagen führe ich viele Gespräche mit Eltern 
und Großeltern. Deren zum Ausdruck gebrachte tiefe 
Verunsicherung hinsichtlich der ","gescheiterte, abgelehnt"
Frank Grobe,AfD,['notwendig']," Ha, ha!) 

Und die sollte sich nach der Anhörung dann doch gelegt 
haben, wie ich hoffe. 

(Beifall DIE LINKE) 

Also, was ich sagen will: Sicherstellungen, auch solche, 
wie wir sie in unserem Geset",notwendig
Jan Schalauske,LINKE,['sicher']," Sie machen Panikmache!) 

Anstatt mit einem solchen Gesetz die Bürger unseres Landes 
vollends zu verunsichern, ist es doch die Hauptaufgabe 
der Politik, die öffentliche Ordnung in unserem Land wied",sicher
Torsten Felstehausen,LINKE,"['gut', 'gut']"," 
Sie hängen am braunen Tropf!) 

Aber das ist die bittere Realität dieses Gesetzentwurfes. 
Man war bisher gut beraten in unserem Land  wirklich 
gut beraten , die jetzt schon vorhandenen Rechtsmit","gut, gut"
Torsten Felstehausen,LINKE,['sicher']," Referenzmedium!) 

Sollen diese Pannen nach Ihrem Willen nun vom Land 
Hessen und seinen Bürgerinnen und Bürgern ausgebügelt 
werden? Bitte werden Sie deshalb initiativ bei der Bundesinnenministerin.",sicher
Torsten Felstehausen,LINKE,['integriert']," Sie stimmen 
Sammellagern an den Außengrenzen der EU zu? Mit 
den Familien! Unglaublich!) 

Sie beklagen immer, wenn etwas in der Gesellschaft nicht 
so läuft, wie Sie es sich vorstellen. Aber Sie so",integriert
Robert Lambrou,AfD,"['gut', 'gut', 'wichtige', 'wichtig']"," Wir sind offene 
Menschen!) 

Wir sehen einen Gesetzentwurf, der wenige Lösungen bietet, 
dafür aber viele Fragen offenlässt, einen Gesetzentwurf, 
der mehr Probleme schafft, als er löst, und einen 
","gut, gut, wichtige, wichtig"
Manfred Pentz,CDU,['wichtig']," Gar nichts 
habt ihr erreicht! Überhaupt nichts!) 

Was wir ganz wichtig finden, ist, dass an dieser Stelle, bei 
diesem sensiblen Thema nicht Personengruppen gegeneinander 
ausgespielt werden: zum e",wichtig
Frank Grobe,AfD,['gescheitert']," Ach?) 

Jetzt nenne ich einmal wieder die Zahl  die haben wir 
hier schon mehrfach ausgetauscht  der Sozialwohnungen, 
die allein in diesem Land Hessen um 40.000 gesunken ist. 
Was haben Sie denn i",gescheitert
Frank Grobe,AfD,['wichtige']," Was haben wir denn jahrelang 
gefordert? Das fordern wir seit Jahren!  Weitere 
Zurufe  Unruhe) 

Das setzt aber voraus  das will ich für die SPD ganz deutlich 
machen , dass die Verfahren auch e",wichtige
Jürgen Frömmrich,GRUENE,['gut']," 
Wir geben ja deutlich mehr! Wir geben über 700 
Millionen  aus! Das ist ja ein Angriff auf das Hirn!) 

 Nein, das ist eine Frage, die weiter hier im Raum steht, 
die auch Sie nicht zerstreuen kön",gut
"Gegenruf Jürgen 
Frömmrich",GRUENE,['notwendig']," Nein! 
Der hat auch nur zitiert!) 

 Herr Kollege Hahn, ich glaube, wir liegen heute ausnahmsweise 
einmal ziemlich nahe beieinander.  Ich 
möchte einige Gründe anführen, warum dieses Gesetz 
nicht",notwendig
Petra Heimer,LINKE,['sicher']," 

Frau Präsidentin, sehr geehrte Damen und Herren! Wir 
erleben in unserem Land aktuell einen massiven Kulturkampf 
von rechts. Dieser richtet sich gegen Migrantinnen 
und Migranten, gegen unterschie",sicher
Stephan Grüger,SPD,"['notwendig', 'falsch']"," Das ist ja auch passiert!) 

Vor diesem Hintergrund, glaube ich, darf man heute sagen: 
Wir haben seinerzeit diese Krise in unserem Land, aber 
ganz besonders auch in Hessen, einigermaßen ordentlich ","notwendig, falsch"
Frank Grobe,AfD,['wichtigen']," Nutzt doch keiner!) 

Mit der Zentralstelle zur Bekämpfung der Internet-und 
Computerkriminalität existiert in der hessischen Staatsanwaltschaft 
bereits seit 2010 eine auf Internetkriminalität 
spez",wichtigen
Frank Grobe,AfD,"['gut', 'gut', 'gute', 'gute', 'integriert', 'gute', 'qualifizierte', 'qualifizierte', 'sicher']"," Ihr macht es nicht gut! Ihr 
macht es nicht gut!  Zuruf Andreas Lichert (AfD)) 

dann ist diese Veränderung auch eine große wirtschaftliche 
Chance für dieses Land, für die Unternehmen und für die 
","gut, gut, gute, gute, integriert, gute, qualifizierte, qualifizierte, sicher"
Torsten Felstehausen,LINKE,"['unkontrollierte', 'illegal']"," Sie haben ihn 
konstruiert!) 

Zumal ein anderes für Deutschland und Hessen elementares 
Thema mit Ihrem Wunsch nach kostengünstigem 
Wohnraum für Studenten korrespondiert, dem Sie sich aber 
nicht s","unkontrollierte, illegal"
Robert Lambrou,AfD,['sicheren']," Jetzt reicht es!)

Es handelt sich um eine Partei, die gegen Minderheiten 
hetzt und die damit den Boden für Hass und Gewalt berei-
tet. Es ist kein Zufall, dass der Mörder von Dr. Lübcke im 
Wahlkam",sicheren
Robert Lambrou,AfD,"['illegalen', 'legalen']"," 

Sehr geehrter Herr Präsident, sehr verehrte Damen und 
Herren! Lampedusa ist aktuell ein Thema. Aber schon seit 
2015 erleben wir eine fortgesetzte Masseneinwanderung 
nach Deutschland, vor deren F","illegalen, legalen"
Robert Lambrou,AfD,['humanitäre']," Warum ha-
ben wir überhaupt noch Fachkräftemangel, wenn seit 
2015 drei Millionen Menschen gekommen sind?  
Weitere Zurufe)

Auch Hessen hat noch einiges zu erledigen. Ich war vor 
zwei Tagen bei ei",humanitäre
Marcus Bocklet,GRUENE,"['gut', 'gute']"," 

Herr Präsident, meine sehr verehrten Damen und Herren! 
In der Tat haben wir große Herausforderungen bei den vie-
len Flüchtlingskrisen zu stemmen. Menschen fliehen aus 
politischer Verfolgung. Sie","gut, gute"
Elisabeth Kula,LINKE,['gescheiterte']," 

Sehr geehrter Herr Präsident, meine Damen und Herren, 
liebe Gäste! Die chaotischen Szenen auf Lampedusa sind 
eine bewusste Eskalation, aber eine, die vermeidbar gewe-
sen wäre. Die Situation auf ",gescheiterte
Frank Grobe,AfD,"['illegale', 'legalen', 'gut']"," Wir 
haben Dublin!)

Stattdessen erleben wir aktuell einen Überbietungswettbe-
werb bei Abschottungsrhetorik. Von CDU bis hin zu SPD 
und GRÜNEN lässt man sich auf die Stichworte von rechts 
außen ei","illegale, legalen, gut"
